id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.42311E+18,1.42311E+18,2021-08-05 03:17:35 Morocco Daylight Time,8/5/2021,3:17:35 AM,100,9.32933E+17,abrestmeme,Gorfou du Ponant,,RT @CovidMauritanie: 🇲🇦𝗠𝗮𝗿𝗼𝗰 𝗦𝗶𝘁𝘂𝗮𝘁𝗶𝗼𝗻 #𝗖𝗼𝘃𝗶𝗱_𝟭𝟵 𝗱𝘂 𝟬𝟰.𝟬𝟴.𝟮𝟭 ⚫️Nouveaux cas:𝟭𝟬.𝟲𝟬𝟯🔺  🔴Décès:𝟲𝟲🔺 #maroc #mauritanie #coronavirus  https://t.c…,fr,"[{'screen_name': 'covidmauritanie', 'name': 'covid19_mauritanie', 'id': '1277083630414815232'}]",[],[],0,1,0,"['𝗖𝗼𝘃𝗶𝗱_𝟭𝟵', 'maroc', 'mauritanie', 'coronavirus']",[],https://twitter.com/ABrestmeme/status/1423105875464556546,TRUE,https://twitter.com/2MInteractive/status/1422943132593831944,0,,,,,1.27708E+18,"🇲🇦𝗠𝗮𝗿𝗼𝗰
𝗦𝗶𝘁𝘂𝗮𝘁𝗶𝗼𝗻 #𝗖𝗼𝘃𝗶𝗱_𝟭𝟵 𝗱𝘂 𝟬𝟰.𝟬𝟴.𝟮𝟭
⚫️Nouveaux cas:𝟭𝟬.𝟲𝟬𝟯🔺 
🔴Décès:𝟲𝟲🔺
#maroc #mauritanie #coronavirus",1.42297E+18,[],2021-08-04 18:08:16 Morocco Daylight Time,,,
1.42303E+18,1.42303E+18,2021-08-04 22:09:55 Morocco Daylight Time,8/4/2021,10:09:55 PM,100,107723883,mrselbi,Mr_Selbi,,"RT @elmehdikalmouni: Aujourd’hui le Maroc a atteint 10k, il peut désormais faire le swipe up! #Covid_19 #coronavirus #Maroc  https://t.co/rL…",fr,"[{'screen_name': 'elmehdikalmouni', 'name': 'mehdi kalmouni', 'id': '1215675368'}]",[],[],0,1,0,"['covid_19', 'coronavirus', 'maroc']",[],https://twitter.com/MrSelbi/status/1423028450831523843,TRUE,,0,,,,,1215675368,"Aujourd’hui le Maroc a atteint 10k, il peut désormais faire le swipe up!
#Covid_19 #coronavirus #Maroc https://t.co/rLQchqzgyN",1.42296E+18,[],2021-08-04 17:42:53 Morocco Daylight Time,,,
1.42229E+18,1.42229E+18,2021-08-02 21:24:13 Morocco Daylight Time,8/2/2021,9:24:13 PM,100,1.10312E+18,fairwarning1977,🎸EVH🎸🇹🇭,,RT @Boursier_com: #Coronavirus : Le #Maroc annonce un #couvrefeu national contre l'épidémie   https://t.co/PDDcxrSCA1,fr,"[{'screen_name': 'boursier_com', 'name': 'boursier.com', 'id': '107096758'}]",['https://www.boursier.com/actualites/reuters/le-maroc-annonce-un-couvre-feu-national-contre-l-epidemie-257641.html'],[],0,1,0,"['coronavirus', 'maroc', 'couvrefeu']",[],https://twitter.com/fairwarning1977/status/1422292173542789134,TRUE,,0,,,,,107096758,#Coronavirus : Le #Maroc annonce un #couvrefeu national contre l'épidémie  https://t.co/PDDcxrSCA1,1.42229E+18,[],2021-08-02 21:15:59 Morocco Daylight Time,,,
1.4221E+18,1.4221E+18,2021-08-02 08:28:09 Morocco Daylight Time,8/2/2021,8:28:09 AM,100,75413364,gamalnassila,Nassila gamal,,RT @M99_TV: تلقى23 802 188 مواطنة و مواطن على الاقل جرعة واحدة من اللقاح ضد فيروس #كورونا. #المغرب  #Morocco #Marruecos #Maroc #coronavirus…,ar,"[{'screen_name': 'm99_tv', 'name': 'm99tv', 'id': '1153056634970808327'}]",[],[],0,4,0,"['كورونا', 'المغرب', 'morocco', 'marruecos', 'maroc', 'coronavirus']",[],https://twitter.com/Gamalnassila/status/1422096869275152387,TRUE,,0,,,,,1.15306E+18,"تلقى23 802 188 مواطنة و مواطن على الاقل جرعة واحدة من اللقاح ضد فيروس #كورونا. #المغرب 
#Morocco #Marruecos #Maroc #coronavirus #COVID19",1.42186E+18,[],2021-08-01 16:48:39 Morocco Daylight Time,,,
1.4219E+18,1.4219E+18,2021-08-01 19:40:38 Morocco Daylight Time,8/1/2021,7:40:38 PM,100,2241355988,chaaibirachid,rachidchaaibi,,RT @M99_TV: تلقى23 802 188 مواطنة و مواطن على الاقل جرعة واحدة من اللقاح ضد فيروس #كورونا. #المغرب  #Morocco #Marruecos #Maroc #coronavirus…,ar,"[{'screen_name': 'm99_tv', 'name': 'm99tv', 'id': '1153056634970808327'}]",[],[],0,4,0,"['كورونا', 'المغرب', 'morocco', 'marruecos', 'maroc', 'coronavirus']",[],https://twitter.com/ChaaibiRachid/status/1421903716333019136,TRUE,,0,,,,,1.15306E+18,"تلقى23 802 188 مواطنة و مواطن على الاقل جرعة واحدة من اللقاح ضد فيروس #كورونا. #المغرب 
#Morocco #Marruecos #Maroc #coronavirus #COVID19",1.42186E+18,[],2021-08-01 16:48:39 Morocco Daylight Time,,,
1.42186E+18,1.42186E+18,2021-08-01 17:03:27 Morocco Daylight Time,8/1/2021,5:03:27 PM,100,1.2426E+18,rd_soundous,S O U N D O U S 🦋🇲🇦,,RT @M99_TV: تلقى23 802 188 مواطنة و مواطن على الاقل جرعة واحدة من اللقاح ضد فيروس #كورونا. #المغرب  #Morocco #Marruecos #Maroc #coronavirus…,ar,"[{'screen_name': 'm99_tv', 'name': 'm99tv', 'id': '1153056634970808327'}]",[],[],0,4,0,"['كورونا', 'المغرب', 'morocco', 'marruecos', 'maroc', 'coronavirus']",[],https://twitter.com/rd_soundous/status/1421864158870614023,TRUE,,0,,,,,1.15306E+18,"تلقى23 802 188 مواطنة و مواطن على الاقل جرعة واحدة من اللقاح ضد فيروس #كورونا. #المغرب 
#Morocco #Marruecos #Maroc #coronavirus #COVID19",1.42186E+18,[],2021-08-01 16:48:39 Morocco Daylight Time,,,
1.42186E+18,1.42186E+18,2021-08-01 16:55:01 Morocco Daylight Time,8/1/2021,4:55:01 PM,100,604582870,joudiya2,joudiya,,RT @M99_TV: تلقى23 802 188 مواطنة و مواطن على الاقل جرعة واحدة من اللقاح ضد فيروس #كورونا. #المغرب  #Morocco #Marruecos #Maroc #coronavirus…,ar,"[{'screen_name': 'm99_tv', 'name': 'm99tv', 'id': '1153056634970808327'}]",[],[],0,4,0,"['كورونا', 'المغرب', 'morocco', 'marruecos', 'maroc', 'coronavirus']",[],https://twitter.com/joudiya2/status/1421862036531785728,TRUE,,0,,,,,1.15306E+18,"تلقى23 802 188 مواطنة و مواطن على الاقل جرعة واحدة من اللقاح ضد فيروس #كورونا. #المغرب 
#Morocco #Marruecos #Maroc #coronavirus #COVID19",1.42186E+18,[],2021-08-01 16:48:39 Morocco Daylight Time,,,
1.42142E+18,1.42142E+18,2021-07-31 11:51:23 Morocco Daylight Time,7/31/2021,11:51:23 AM,100,1.24056E+18,covid19_alerts,Covid19 Alerts,,"RT @ecomnewsmed: #Maroc : Les cas de #coronavirus continuent de se multiplier. Samedi 24 juillet, le pays a enregistré 5494 nouveaux cas co…",fr,"[{'screen_name': 'ecomnewsmed', 'name': 'ecomnewsmed', 'id': '3560045421'}]",[],[],0,2,0,"['maroc', 'coronavirus']",[],https://twitter.com/covid19_alerts/status/1421423238568058881,TRUE,,0,,,,,3560045421,"#Maroc : Les cas de #coronavirus continuent de se multiplier. Samedi 24 juillet, le pays a enregistré 5494 nouveaux cas confirmés de #Covid19.  https://t.co/jPHdinGlVM https://t.co/jfpOrHiUIh",1.42142E+18,[],2021-07-31 11:45:00 Morocco Daylight Time,,,
1.42142E+18,1.42142E+18,2021-07-31 11:51:21 Morocco Daylight Time,7/31/2021,11:51:21 AM,100,1.24544E+18,rozlbrahim,인생은 계속됩니다,,"RT @ecomnewsmed: #Maroc : Les cas de #coronavirus continuent de se multiplier. Samedi 24 juillet, le pays a enregistré 5494 nouveaux cas co…",fr,"[{'screen_name': 'ecomnewsmed', 'name': 'ecomnewsmed', 'id': '3560045421'}]",[],[],0,2,0,"['maroc', 'coronavirus']",[],https://twitter.com/Rozlbrahim/status/1421423230649348099,TRUE,,0,,,,,3560045421,"#Maroc : Les cas de #coronavirus continuent de se multiplier. Samedi 24 juillet, le pays a enregistré 5494 nouveaux cas confirmés de #Covid19.  https://t.co/jPHdinGlVM https://t.co/jfpOrHiUIh",1.42142E+18,[],2021-07-31 11:45:00 Morocco Daylight Time,,,
1.4212E+18,1.4212E+18,2021-07-30 21:12:55 Morocco Daylight Time,7/30/2021,9:12:55 PM,100,1.25718E+18,chaaibir,chaaibi rachid,,RT @M99_TV: يحتفل المغاربة اليوم بالذكرى الثانية والعشرين لتربع سيدي أمير المؤمنين القائد  الملك محمد السادس على عرش اسلافه الميامين. شكراً…,ar,"[{'screen_name': 'm99_tv', 'name': 'm99tv', 'id': '1153056634970808327'}]",[],[],0,3,0,[],[],https://twitter.com/ChaaibiR/status/1421202166149259277,TRUE,,0,,,,,1.15306E+18,"يحتفل المغاربة اليوم بالذكرى الثانية والعشرين لتربع سيدي أمير المؤمنين القائد  الملك محمد السادس على عرش اسلافه الميامين.
شكراً صاحبة الجلالة. 
#المغرب  
#Morocco #Marruecos #Maroc #coronavirus https://t.co/hV1LsTcw69",1.42108E+18,[],2021-07-30 13:15:23 Morocco Daylight Time,,,
